IdPersona;Genero;Edad;SectorPoblacional;estado_civil;DepartamentoPersona;MunicipioPersona;cx_persona;cy_persona;EstratoPersona
P15142;M;35;Medio;SOLTERO;;;;;
H15143;F;31;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.14238037;4.64286838;3
Z15144;M;25;Joven;SIN INFORMACION;;;;;
R15145;M;19;Básico;SIN INFORMACION;;;;;
L15146;F;44;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07145958;4.69824352;4
M15147;F;58;Básico;UNION LIBRE;CUNDINAMARCA;GIRARDOT;-74.80807354;4.28911862;2
X15148;M;46;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08978404;4.62341649;
P15149;F;38;Medio;SIN INFORMACION;;;;;
H15150;M;49;Medio;CASADO;CUNDINAMARCA;ZIPAQUIRA;-74.00227512;5.03550802;1
W15151;M;30;Medio;SIN INFORMACION;;;;;
R15152;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11053663;4.73340471;2
F15153;F;31;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09765774;4.56246017;2
I15154;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05696827;4.71539395;3
D15155;M;39;Joven;SIN INFORMACION;;;;;
O15156;M;22;Básico;SIN INFORMACION;;;;;
M15157;F;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02441961;4.75992106;2
A15158;M;24;Básico;SIN INFORMACION;;;;;
Z15159;F;38;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1181185;4.66057422;4
J15160;F;38;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17219882;4.62220107;2
K15161;M;35;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.09133098;4.5350692;2
U15162;M;71;Medio;VIUDO;;;;;
M15163;M;34;Medio;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-74.00234127;5.03399058;2
B15164;F;21;Básico;SIN INFORMACION;;;;;
A15165;M;25;Joven;SIN INFORMACION;;;;;
Y15166;M;50;Medio;SIN INFORMACION;;;;;
C15167;F;46;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0722714;4.59573788;1
P15168;M;52;Básico;SIN INFORMACION;;;;;
H15169;F;52;Básico;SIN INFORMACION;;;;;
Z15170;M;21;Joven;SIN INFORMACION;;;;;
R15171;M;44;Básico;SIN INFORMACION;;;;;
L15172;F;32;Básico;SIN INFORMACION;;;;;
M15173;M;19;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08571998;4.60019731;3
X15174;F;32;Básico;SIN INFORMACION;;;;;
P15175;F;52;Básico;SIN INFORMACION;;;;;
H15176;M;58;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13494163;4.56626979;2
W15177;M;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1124487;4.75404518;3
R15178;M;38;Medio;UNION LIBRE;;;;;
F15179;M;24;Básico;SIN INFORMACION;;;;;
I15180;M;53;Básico;CASADO;;;;;
D15181;M;29;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17506493;4.57684254;1
O15182;F;37;Medio;SIN INFORMACION;;;;;
M15183;F;50;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14693335;4.57414823;2
A15184;M;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13797803;4.65384571;2
Z15185;M;23;Joven;SIN INFORMACION;;;;;
J15186;F;35;Medio;SIN INFORMACION;;;;;
K15187;F;28;Básico;SIN INFORMACION;;;;;
U15188;F;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08361144;4.75198479;3
M15189;F;39;Joven;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.11771711;4.73216365;3
B15190;M;51;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.18999934;4.61625664;2
A15191;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10928525;4.55901962;
Y15192;F;45;Medio;SIN INFORMACION;CUNDINAMARCA;TABIO;-74.09711394;4.91393185;
C15193;M;38;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14636949;4.58757321;3
P15194;F;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04685519;4.66368462;6
H15195;M;64;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08192197;4.54563472;2
Z15196;F;47;Básico;SIN INFORMACION;;;;;
R15197;M;32;Joven;SIN INFORMACION;;;;;
L15198;M;38;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08872001;4.75686619;2
M15199;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07660635;4.64074155;3
X15200;M;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15374052;4.57105244;2
P15201;M;27;Básico;SIN INFORMACION;;;;;
H15202;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09020825;4.72667585;2
W15203;F;34;Joven;UNION LIBRE;;;;;
R15204;M;23;Joven;SIN INFORMACION;;;;;
F15205;M;62;Básico;CASADO;;;;;
I15206;M;51;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11508762;4.51085723;2
D15207;M;37;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16293057;4.6462138;2
O15208;M;21;Básico;SIN INFORMACION;;;;;
M15209;F;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09318587;4.56253112;2
A15210;M;28;Medio;SIN INFORMACION;;;;;
Z15211;M;35;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13037336;4.67198895;4
J15212;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07492801;4.7258376;3
K15213;F;36;Básico;SIN INFORMACION;;;;;
U15214;M;57;Básico;SIN INFORMACION;;;;;
M15215;M;39;Básico;SIN INFORMACION;;;;;
B15216;M;23;Básico;SIN INFORMACION;;;;;
A15217;F;36;Joven;SIN INFORMACION;;;;;
Y15218;M;41;Medio;SOLTERO;CUNDINAMARCA;SOACHA;-74.22424001;4.58066075;3
C15219;F;20;Joven;SIN INFORMACION;;;;;
P15220;M;53;Medio;SIN INFORMACION;;;;;
H15221;M;57;Básico;SIN INFORMACION;;;;;
Z15222;M;40;Básico;SIN INFORMACION;;;;;
R15223;M;40;Medio;SIN INFORMACION;;;;;
L15224;M;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0682427;4.61876627;4
M15225;M;22;Joven;SIN INFORMACION;;;;;
X15226;M;59;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10162745;4.70478888;3
P15227;F;51;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18643116;4.59659183;1
H15228;F;24;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-73.98523039;5.0367757;1
W15229;F;24;Básico;SIN INFORMACION;;;;;
R15230;M;33;Joven;SIN INFORMACION;;;;;
F15231;M;24;Básico;SIN INFORMACION;;;;;
I15232;F;23;Joven;SIN INFORMACION;;;;;
D15233;M;27;Básico;SIN INFORMACION;;;;;
O15234;F;45;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2430938;4.58144817;2
M15235;M;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11030893;4.49921098;1
A15236;F;21;Joven;SIN INFORMACION;;;;;
Z15237;F;22;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08085606;4.59510947;
J15238;M;37;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04582218;4.6799035;6
K15239;M;34;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14191633;4.66877749;3
U15240;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19339445;4.59862303;2
M15241;F;27;Básico;SIN INFORMACION;;;;;
B15242;F;42;Básico;SIN INFORMACION;;;;;
A15243;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07668923;4.6743591;3
Y15244;F;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06774075;4.71786144;3
C15245;M;30;Básico;SIN INFORMACION;;;;;
P15246;F;51;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10566354;4.75748548;3
H15247;F;51;Medio;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-74.00506958;5.02836398;2
Z15248;M;42;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10264118;4.73066165;2
R15249;F;30;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05497856;4.70069851;6
L15250;F;31;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10605668;4.73673328;2
M15251;M;20;Joven;SIN INFORMACION;;;;;
X15252;M;48;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09920189;4.56139668;2
P15253;M;68;Medio;SIN INFORMACION;;;;;
H15254;F;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04323904;4.76088405;2
W15255;M;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07325588;4.62655287;4
R15256;F;24;Joven;SIN INFORMACION;;;;;
F15257;M;55;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1296448;4.72234168;0
I15258;M;34;Joven;SIN INFORMACION;;;;;
D15259;F;27;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04594992;4.74923867;3
O15260;M;29;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.21999334;4.58578523;3
M15261;M;58;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.07907885;4.66271656;3
A15262;M;24;Joven;SIN INFORMACION;;;;;
Z15263;M;36;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0391822;4.72444474;4
J15264;M;39;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13987253;4.58121857;2
K15265;F;50;Básico;SIN INFORMACION;;;;;
U15266;M;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14081852;4.71044159;2
M15267;M;57;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.19849977;4.60828323;2
B15268;M;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10147566;4.74056343;2
A15269;M;25;Joven;SIN INFORMACION;;;;;
Y15270;M;54;Básico;SIN INFORMACION;;;;;
C15271;M;38;Básico;SIN INFORMACION;;;;;
P15272;M;24;Básico;SIN INFORMACION;;;;;
H15273;F;44;Básico;SIN INFORMACION;;;;;
Z15274;M;48;Básico;SIN INFORMACION;;;;;
R15275;M;44;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07931437;4.64549114;3
L15276;M;50;Básico;SIN INFORMACION;;;;;
M15277;F;26;Joven;SIN INFORMACION;;;;;
X15278;F;29;Medio;SIN INFORMACION;;;;;
P15279;F;60;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03656698;4.73823991;4
H15280;M;33;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14006456;4.58004786;2
W15281;F;42;Medio;SIN INFORMACION;;;;;
R15282;M;35;Medio;UNION LIBRE;CUNDINAMARCA;LA MESA;-74.46297927;4.62859382;3
F15283;F;18;Básico;SIN INFORMACION;;;;;
I15284;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07657799;4.67426686;3
D15285;M;62;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06133057;4.63032786;1
O15286;M;25;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10529453;4.54805628;2
M15287;M;44;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14508647;4.56820788;2
A15288;M;44;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12818446;4.64472449;4
Z15289;F;35;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08703817;4.65308158;4
J15290;M;30;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16948752;4.57941023;1
K15291;F;30;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11808626;4.74362073;2
U15292;F;35;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15202007;4.64930342;2
M15293;F;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11610592;4.61881505;0
B15294;M;58;Medio;UNION LIBRE;;;;;
A15295;F;52;Medio;SOLTERO;CUNDINAMARCA;CAJICA;-74.02846555;4.91831349;2
Y15296;F;31;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08852909;4.62393767;2
C15297;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10117496;4.73839824;0
P15298;M;29;Básico;SIN INFORMACION;;;;;
H15299;M;33;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07126478;4.58403722;2
Z15300;F;42;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09385413;4.71982164;3
R15301;F;51;Básico;SIN INFORMACION;;;;;
L15302;F;34;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10438887;4.70789805;0
M15303;F;58;Básico;UNION LIBRE;CUNDINAMARCA;TOCANCIPA;-73.91601623;4.96369345;3
X15304;M;31;Básico;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-74.00838268;5.02440466;2
P15305;M;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14849613;4.68364544;3
H15306;F;39;Medio;SOLTERO;;;;;
W15307;F;23;Básico;SIN INFORMACION;;;;;
R15308;F;20;Básico;SIN INFORMACION;CUNDINAMARCA;GACHANCIPA;-73.87768035;4.99195791;2
F15309;M;54;Medio;SIN INFORMACION;CUNDINAMARCA;EL ROSAL;-74.26775747;4.85451644;
I15310;M;33;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.15214351;4.5444636;1
D15311;M;21;Joven;SIN INFORMACION;;;;;
O15312;M;20;Joven;SIN INFORMACION;;;;;
M15313;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08051096;4.62498542;3
A15314;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11608018;4.74647268;2
Z15315;F;32;Básico;SIN INFORMACION;;;;;
J15316;F;44;Medio;SIN INFORMACION;;;;;
K15317;M;43;Básico;SIN INFORMACION;CUNDINAMARCA;GIRARDOT;-74.80757145;4.2960923;3
U15318;M;43;Medio;SIN INFORMACION;;;;;
M15319;F;27;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0553523;4.65525069;
B15320;M;25;Básico;SIN INFORMACION;;;;;
A15321;M;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07291841;4.58815872;2
Y15322;M;48;Medio;SIN INFORMACION;;;;;
C15323;F;56;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05976239;4.70491008;5
P15324;M;56;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16825243;4.58856379;2
H15325;M;23;Joven;SIN INFORMACION;;;;;
Z15326;F;45;Básico;SIN INFORMACION;;;;;
R15327;M;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15042576;4.60588355;3
L15328;M;27;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11398361;4.50543813;2
M15329;F;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19375376;4.63170685;2
X15330;M;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06370708;4.67708426;4
P15331;F;31;Medio;SIN INFORMACION;;;;;
H15332;M;27;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14402057;4.53631703;1
W15333;M;22;Básico;SIN INFORMACION;;;;;
R15334;M;35;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.21400172;4.61639284;2
F15335;M;57;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14056732;4.71734917;2
I15336;M;44;Medio;CASADO;CUNDINAMARCA;CAJICA;-74.02682381;4.94143593;2
D15337;F;67;Básico;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06080851;4.67811621;6
O15338;F;45;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.08363019;4.60569859;0
M15339;M;42;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07457581;4.63691631;4
A15340;M;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11871613;4.61734314;3
Z15341;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02415265;4.66644828;2
J15342;M;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08462474;4.67650662;
K15343;M;44;Medio;SIN INFORMACION;;;;;
U15344;F;53;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06723428;4.73898411;4
M15345;M;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06666565;4.60098764;3
B15346;M;32;Básico;SIN INFORMACION;;;;;
A15347;F;48;Básico;SIN INFORMACION;CUNDINAMARCA;MADRID;-74.25990663;4.7326965;3
Y15348;M;34;Joven;SIN INFORMACION;;;;;
C15349;F;44;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15877145;4.67456145;2
P15350;M;36;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1104128;4.74825845;2
H15351;M;38;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10410483;4.75960255;3
Z15352;M;33;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13597422;4.68767057;3
R15353;M;32;Medio;UNION LIBRE;CUNDINAMARCA;FACATATIVA;-74.35610866;4.81833804;2
L15354;M;24;Joven;SIN INFORMACION;;;;;
M15355;M;31;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1173786;4.74005612;2
X15356;F;28;Básico;SIN INFORMACION;CUNDINAMARCA;FUNZA;-74.20432718;4.71507518;2
P15357;F;52;Básico;SIN INFORMACION;CUNDINAMARCA;EL ROSAL;-74.26760011;4.85109345;
H15358;F;37;Básico;SOLTERO;;;;;
W15359;F;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06621701;4.63016923;
R15360;M;27;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18847176;4.61820753;2
F15361;M;29;Joven;SOLTERO;;;;;
I15362;M;25;Medio;SIN INFORMACION;;;;;
D15363;M;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04560288;4.70678744;5
O15364;F;29;Básico;SIN INFORMACION;;;;;
M15365;M;51;Medio;SIN INFORMACION;;;;;
A15366;F;58;Básico;SIN INFORMACION;;;;;
Z15367;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10112843;4.49931695;1
J15368;F;45;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09187813;4.57362356;3
K15369;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14437594;4.60450605;2
U15370;F;49;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.1810619;4.62626037;2
M15371;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05367372;4.73981082;4
B15372;F;31;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16101837;4.65114891;2
A15373;M;45;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08001759;4.65100331;4
Y15374;F;23;Básico;SIN INFORMACION;;;;;
C15375;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08218719;4.63199668;4
P15376;F;29;Básico;SIN INFORMACION;;;;;
H15377;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14061389;4.59805568;2
Z15378;F;40;Básico;SIN INFORMACION;;;;;
R15379;F;29;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2256465;4.5823035;
L15380;M;36;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17100825;4.57483304;1
M15381;M;32;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.15061128;4.56159813;1
X15382;M;43;Medio;SIN INFORMACION;;;;;
P15383;M;28;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17544521;4.64593381;2
H15384;M;62;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0556066;4.69060104;6
W15385;M;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11002869;4.69079671;3
R15386;M;25;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09439625;4.55228483;2
F15387;M;50;Básico;UNION LIBRE;;;;;
I15388;M;21;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15134388;4.67806514;3
D15389;M;29;Básico;SIN INFORMACION;;;;;
O15390;M;23;Joven;SIN INFORMACION;;;;;
M15391;M;48;Medio;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.23085282;4.57348985;0
A15392;F;45;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06856964;4.7244399;3
Z15393;M;44;Básico;SIN INFORMACION;CUNDINAMARCA;CHIA;-74.05870643;4.86621804;3
J15394;F;26;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06201426;4.7219535;3
K15395;M;28;Medio;SIN INFORMACION;;;;;
U15396;M;40;Básico;SIN INFORMACION;;;;;
M15397;M;51;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12013675;4.61865634;3
B15398;F;52;Medio;CASADO;;;;;
A15399;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06105534;4.63791672;4
Y15400;F;58;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13561097;4.6688182;4
C15401;M;19;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11499302;4.75039077;2
P15402;M;39;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.43638889;4.96409423;
H15403;F;35;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12590423;4.59982147;3
Z15404;F;24;Joven;SIN INFORMACION;;;;;
R15405;M;49;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16304575;4.64239804;2
L15406;F;44;Básico;CASADO;;;;;
M15407;F;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11433079;4.70143907;
X15408;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12317424;4.66887734;4
P15409;M;52;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1093091;4.56715728;2
H15410;F;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09567332;4.67006928;3
W15411;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18116044;4.63606951;1
R15412;F;54;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.28199641;4.73551981;2
F15413;M;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08897228;4.53628895;2
I15414;M;60;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.17707067;4.63646332;2
D15415;M;34;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11866939;4.63626535;3
O15416;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18598038;4.64291087;2
M15417;M;38;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.12623032;4.5584762;2
A15418;M;71;Básico;SIN INFORMACION;;;;;
Z15419;M;33;Básico;SIN INFORMACION;;;;;
J15420;M;52;Básico;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.363859;4.81644522;2
K15421;F;40;Medio;SIN INFORMACION;;;;;
U15422;M;62;Medio;SIN INFORMACION;;;;;
M15423;M;59;Medio;SEPARADO;CUNDINAMARCA;FACATATIVA;-74.34935984;4.82149903;2
B15424;M;32;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10648938;4.50311386;1
A15425;M;46;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13100332;4.67551506;4
Y15426;M;53;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.20450984;4.62820502;2
C15427;M;25;Básico;SIN INFORMACION;;;;;
P15428;F;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08857047;4.54997472;2
H15429;M;50;Medio;SIN INFORMACION;;;;;
Z15430;F;28;Básico;SIN INFORMACION;;;;;
R15431;F;25;Joven;SIN INFORMACION;;;;;
L15432;M;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0784758;4.63219763;4
M15433;F;42;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13658283;4.65553319;2
X15434;F;26;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10262808;4.73521756;
P15435;F;26;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17055482;4.61876037;2
H15436;M;52;Básico;CASADO;CUNDINAMARCA;SOACHA;-74.22941383;4.56919092;1
W15437;F;47;Básico;SIN INFORMACION;;;;;
R15438;F;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13927915;4.6320947;3
F15439;M;65;Básico;SIN INFORMACION;;;;;
I15440;F;64;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11547344;4.57409192;2
D15441;F;50;Básico;SIN INFORMACION;;;;;
O15442;M;44;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.17435941;4.63545468;2
